StudentID,Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA,GradeClass
EST-0364,16,0,0,4,9.1,16,1,3,0,0,1,1,2.96,2
EST-0365,17,0,1,3,5.5,24,0,2,0,0,0,0,1.72,4
EST-0366,17,1,2,1,3.1,8,1,3,0,0,1,0,2.39,3
EST-0367,16,1,2,2,12.6,19,0,2,0,1,0,0,2.89,2
EST-0368,16,0,0,1,19.8,12,0,3,1,0,1,0,2.89,2
EST-0369,17,1,0,4,5.0,1,1,3,0,0,0,1,3.64,0
EST-0370,17,0,0,3,2.8,12,0,4,0,0,1,1,2.59,2
EST-0371,18,0,1,3,16.0,8,0,2,0,0,1,0,2.93,2
EST-0372,18,0,1,2,6.5,19,1,2,1,0,0,1,2.42,3
EST-0373,16,0,0,1,16.9,5,0,1,1,1,1,1,2.84,2
EST-0374,18,1,3,3,14.7,0,1,2,0,0,0,1,4.0,0
EST-0375,15,1,1,2,19.0,24,0,3,0,1,1,0,2.28,3
EST-0376,18,0,0,1,9.4,4,1,4,1,1,1,0,3.23,1
EST-0377,18,0,1,3,13.9,2,0,2,1,1,0,1,2.97,2
EST-0378,15,0,1,0,10.4,3,0,1,0,1,0,1,2.2,3
EST-0379,16,0,0,2,13.4,0,1,2,1,1,0,1,4.0,0
EST-0380,15,0,0,2,10.1,13,0,2,0,0,1,1,2.76,2
EST-0381,18,1,2,1,5.4,8,1,2,0,1,0,0,2.82,2
EST-0382,16,1,1,4,11.1,23,1,2,0,1,0,1,2.45,3
EST-0383,18,1,1,1,11.5,3,1,3,1,0,1,0,3.93,0
EST-0384,15,1,1,1,16.6,17,0,0,0,1,0,0,2.13,3
EST-0385,15,0,0,1,15.2,13,0,2,0,0,0,0,3.12,1
EST-0386,18,0,0,3,13.9,24,0,3,1,0,1,0,2.13,3
EST-0387,17,0,1,2,4.0,3,1,2,0,0,1,0,2.76,2
EST-0388,17,0,0,3,15.0,24,1,3,0,0,1,0,3.26,1
EST-0389,15,0,0,0,11.0,9,1,3,0,0,1,0,3.48,1
EST-0390,15,1,2,0,18.1,2,0,3,1,1,1,1,3.82,0
EST-0391,17,0,3,2,18.6,22,1,2,1,0,0,0,2.67,2
EST-0392,17,1,2,4,3.0,6,0,2,0,0,1,1,2.42,3
EST-0393,18,1,2,4,16.8,9,0,3,1,1,1,1,3.6,0
EST-0394,18,1,0,1,2.7,12,0,3,0,1,1,1,1.76,4
EST-0395,17,1,3,3,8.6,3,0,2,0,1,0,1,3.59,0
EST-0396,18,0,0,4,11.8,17,0,1,1,1,0,1,1.59,4
EST-0397,18,1,3,2,4.7,10,0,1,1,0,0,0,1.89,4
EST-0398,16,1,3,4,15.4,24,0,1,0,1,0,0,2.24,3
EST-0399,18,1,2,1,2.2,3,0,3,1,0,1,1,1.38,4
EST-0400,15,0,3,4,5.0,23,1,1,1,1,1,1,1.61,4
EST-0401,18,0,1,3,12.5,13,0,2,1,1,1,1,3.07,1
EST-0402,18,0,0,4,14.9,17,0,3,0,1,0,0,3.02,1
EST-0403,17,1,1,3,18.5,7,1,2,0,1,1,1,4.0,0
EST-0404,15,1,1,2,14.7,9,1,3,1,1,0,0,4.0,0
EST-0405,18,0,0,4,14.1,4,1,3,0,0,0,0,4.0,0
EST-0406,18,1,1,2,9.1,22,1,2,0,0,0,1,2.55,2
EST-0407,16,0,3,2,2.0,6,0,3,1,0,1,0,2.48,3
EST-0408,18,0,0,3,4.2,11,1,3,0,1,1,0,1.79,4
EST-0409,18,1,2,3,11.6,24,1,2,1,0,1,0,2.04,3
EST-0410,16,1,3,4,14.2,2,1,2,0,1,1,1,4.0,0
EST-0411,17,1,3,1,9.5,3,1,2,0,1,0,1,3.55,0
EST-0412,18,1,3,3,15.2,9,0,4,1,0,1,1,3.56,0
EST-0413,16,0,1,3,11.4,3,1,3,0,0,0,1,3.4,1
EST-0414,15,0,3,1,3.3,14,1,1,1,1,0,1,2.58,2
EST-0415,17,0,2,2,5.5,9,1,3,0,1,0,1,3.54,0
EST-0416,15,0,0,2,17.1,20,1,2,0,0,0,1,3.46,1
EST-0417,15,0,1,2,15.0,21,0,3,0,1,0,1,3.01,1
EST-0418,16,1,2,4,18.1,15,1,3,1,0,0,0,3.5,0
EST-0419,18,0,0,3,4.1,14,1,2,0,0,0,1,3.01,1
EST-0420,16,0,1,3,19.8,18,1,3,0,1,1,0,3.65,0
EST-0421,16,0,1,4,5.8,19,0,3,1,1,1,0,2.47,3
EST-0422,16,1,0,2,2.2,18,1,3,1,1,0,1,2.41,3
EST-0423,16,1,1,4,20.0,17,1,1,0,1,1,0,3.47,1
EST-0424,17,1,2,2,7.1,11,0,3,1,0,1,0,2.21,3
EST-0425,18,1,1,4,14.0,24,1,4,1,1,1,1,3.08,1
EST-0426,15,0,0,1,5.2,15,0,1,1,0,1,0,2.28,3
EST-0427,15,0,0,4,12.4,0,0,2,1,0,0,1,3.38,1
EST-0428,18,1,0,1,18.3,15,1,2,0,1,1,0,3.68,0
EST-0429,15,1,3,2,7.8,1,1,3,1,0,0,0,3.8,0
EST-0430,18,0,0,3,14.1,23,0,3,0,1,0,1,2.43,3
EST-0431,15,0,1,2,5.4,14,0,1,0,1,1,0,2.6,2
EST-0432,16,1,0,3,13.2,6,1,4,0,0,1,0,3.71,0
EST-0433,15,1,0,2,8.1,0,0,1,1,0,0,1,3.54,0
EST-0434,18,1,2,3,5.8,4,0,3,1,0,0,1,3.09,1
EST-0435,18,1,2,1,7.6,9,1,2,0,1,1,0,2.87,2
EST-0436,18,0,0,1,5.2,21,0,2,0,1,1,0,1.35,4
EST-0437,18,0,1,2,18.2,20,0,1,1,0,0,1,2.61,2
EST-0438,18,0,0,2,9.1,3,0,1,1,1,1,0,2.78,2
EST-0439,17,1,1,1,6.4,13,0,3,0,1,0,1,1.8,4
EST-0440,17,1,1,2,10.1,12,0,3,1,0,0,1,2.63,2
EST-0441,15,0,0,2,7.8,0,0,1,1,1,0,1,2.59,2
EST-0442,18,0,0,1,15.4,15,1,1,0,0,0,0,3.23,1
EST-0443,15,0,0,3,19.5,22,0,1,1,0,1,0,3.26,1
EST-0444,18,0,3,4,9.9,8,1,3,1,0,0,0,3.01,1
EST-0445,18,1,3,1,17.5,21,1,3,0,1,0,1,3.77,0
EST-0446,17,0,0,3,12.2,15,1,1,1,0,1,0,2.92,2
EST-0447,17,0,2,3,4.8,18,1,3,0,0,1,1,2.16,3
EST-0448,16,0,0,2,14.4,14,1,1,1,0,0,0,3.38,1
EST-0449,17,0,0,3,11.2,13,1,4,0,0,1,1,3.19,1
EST-0450,16,0,2,2,13.7,19,1,4,1,1,1,1,3.11,1
EST-0451,16,0,3,3,18.0,9,1,3,0,0,0,0,3.76,0
EST-0452,16,0,3,0,9.9,20,0,4,1,1,1,1,1.9,4
EST-0453,16,1,1,3,18.2,11,1,3,1,0,1,0,4.0,0
EST-0454,16,1,0,3,15.5,0,1,3,1,1,1,0,4.0,0
EST-0455,15,1,2,0,10.8,20,1,3,0,1,1,0,1.99,4
EST-0456,17,1,0,2,12.9,16,0,2,1,1,1,0,2.81,2
EST-0457,16,0,1,4,7.9,8,1,2,0,1,0,0,2.76,2
EST-0458,18,1,0,2,19.7,22,0,2,1,0,1,1,2.31,3
EST-0459,17,1,1,3,14.0,18,1,3,1,0,0,0,3.67,0
EST-0460,17,0,0,4,2.8,24,1,1,1,1,0,1,1.49,4
EST-0461,16,0,0,3,7.9,17,0,2,1,1,1,0,1.37,4
EST-0462,15,1,3,3,13.2,6,1,2,1,1,1,1,3.86,0
EST-0463,16,1,0,3,3.0,8,0,2,1,0,1,1,2.28,3
EST-0464,15,0,1,4,2.4,21,0,3,0,1,1,0,1.84,4
EST-0465,18,1,0,2,10.1,20,1,4,0,1,1,1,2.71,2
EST-0466,17,0,0,2,8.0,11,1,3,1,0,1,0,3.11,1
EST-0467,18,0,0,2,9.9,6,0,3,1,0,1,0,2.7,2
EST-0468,15,0,0,4,6.7,13,0,3,1,0,1,0,3.22,1
EST-0469,15,0,2,3,5.0,14,1,2,1,0,1,1,2.05,3
EST-0470,18,1,0,1,14.4,14,1,1,1,0,1,1,3.16,1
EST-0471,15,0,3,4,11.3,5,1,4,0,0,1,1,4.0,0
EST-0472,18,0,1,2,5.6,20,0,2,1,1,1,1,1.58,4
EST-0473,17,1,1,1,7.8,13,1,1,1,1,0,0,2.16,3
EST-0474,18,0,1,3,12.7,1,0,3,0,0,1,0,3.96,0
EST-0475,17,1,1,2,3.3,7,1,1,0,1,0,1,2.25,3
EST-0476,18,1,2,4,4.7,12,0,2,0,0,0,1,2.18,3
EST-0477,15,1,0,1,3.3,22,0,0,1,1,1,0,1.64,4
EST-0478,18,0,0,4,16.6,5,1,1,1,0,0,1,3.9,0
EST-0479,15,1,2,3,15.5,4,0,1,1,0,1,0,2.64,2
EST-0480,18,1,3,1,15.6,4,0,1,1,1,1,1,3.86,0
EST-0481,18,0,2,4,14.9,24,0,3,1,1,0,1,2.44,3
EST-0482,16,1,1,3,14.0,0,0,3,0,0,1,1,3.53,0
EST-0483,15,1,2,2,10.6,8,0,2,1,0,0,0,2.93,2
EST-0484,16,1,1,2,13.6,5,1,4,1,0,0,0,4.0,0
EST-0485,15,1,1,4,2.7,19,1,2,1,0,1,1,3.11,1
EST-0486,16,1,0,2,13.2,6,0,2,0,0,0,1,2.45,3
EST-0487,17,0,1,1,16.0,8,1,1,1,0,0,1,3.72,0
EST-0488,18,1,0,1,11.0,4,0,3,1,1,1,1,3.38,1
EST-0489,15,1,0,2,8.4,13,0,2,1,1,0,1,2.37,3
EST-0490,15,0,2,3,7.0,4,1,3,1,1,1,1,3.71,0
EST-0491,18,0,0,2,13.6,7,0,3,0,1,1,1,3.59,0
EST-0492,15,0,0,1,14.5,6,0,2,0,1,1,1,2.55,2
EST-0493,15,1,0,1,17.7,12,0,3,0,0,1,0,3.85,0
EST-0494,16,0,3,2,8.2,12,1,4,1,0,0,0,2.48,3
EST-0495,15,1,1,4,15.9,7,1,2,0,1,1,0,3.4,1
EST-0496,17,1,1,2,12.1,10,0,2,0,0,0,0,2.73,2
EST-0497,17,0,2,4,17.9,17,0,3,1,1,0,1,3.98,0
EST-0498,18,0,2,2,11.5,24,0,3,1,1,1,0,2.09,3
EST-0499,15,1,0,1,11.3,18,0,1,0,0,1,0,2.15,3
EST-0500,18,0,1,4,12.4,5,0,2,0,0,1,1,3.88,0
EST-0501,17,1,2,2,15.5,21,1,2,0,1,0,0,2.8,2
EST-0502,15,0,1,3,19.4,1,1,2,0,1,1,0,3.83,0
EST-0503,15,0,0,4,3.3,12,1,1,1,1,0,0,2.43,3
EST-0504,18,0,2,1,3.0,22,1,4,1,1,1,0,2.69,2
EST-0505,17,1,1,1,18.9,24,0,3,0,0,1,0,2.66,2
EST-0506,15,0,0,3,11.5,10,0,2,0,1,0,1,3.67,0
EST-0507,18,1,1,2,13.1,0,1,3,0,0,0,1,4.0,0
EST-0508,17,1,0,1,10.7,23,1,4,1,1,1,1,2.37,3
EST-0509,18,1,0,0,3.7,1,0,1,1,1,1,0,2.4,3
EST-0510,16,1,2,0,15.8,16,1,2,1,0,1,0,2.65,2
EST-0511,15,0,0,3,15.5,7,0,2,0,0,0,0,3.06,1
EST-0512,16,1,1,1,7.6,1,0,3,1,0,1,1,4.0,0
EST-0513,17,1,1,2,7.5,5,0,0,0,0,1,0,2.93,2
EST-0514,16,0,0,3,17.1,21,1,4,0,0,0,0,3.72,0
EST-0515,16,1,3,2,3.3,4,1,2,1,1,1,0,2.67,2
EST-0516,17,0,0,0,17.9,15,1,2,0,1,0,0,3.82,0
EST-0517,18,1,0,3,6.6,7,1,2,1,1,0,1,3.54,0
EST-0518,16,0,0,0,12.7,18,1,1,1,0,1,1,3.31,1
EST-0519,18,1,0,3,18.8,15,0,3,0,0,1,0,4.0,0
EST-0520,16,0,0,4,14.2,12,1,4,0,0,0,1,3.13,1
EST-0521,18,1,2,2,9.5,19,0,2,1,1,0,1,1.76,4
EST-0522,17,1,3,3,14.4,6,0,4,1,0,1,1,3.14,1
EST-0523,16,0,0,2,8.2,15,0,3,1,1,0,0,2.06,3
EST-0524,17,0,1,2,7.0,22,1,2,1,1,0,1,2.41,3
EST-0525,16,0,2,4,19.9,15,1,3,1,1,1,1,3.63,0
EST-0526,17,0,2,4,15.5,11,1,2,1,0,0,0,4.0,0
EST-0527,17,1,1,2,13.6,13,1,3,1,1,0,1,4.0,0
EST-0528,16,1,0,3,8.4,23,1,1,0,1,0,1,2.31,3
EST-0529,16,0,0,4,2.9,17,1,3,1,1,0,1,3.35,1
EST-0530,16,1,2,4,2.6,17,1,1,0,0,0,0,2.9,2
EST-0531,15,0,2,3,12.0,15,1,3,0,1,0,0,3.02,1
EST-0532,18,0,0,2,15.7,19,0,3,1,0,1,1,1.96,4
EST-0533,15,1,0,2,11.7,15,1,2,1,0,1,0,2.87,2
EST-0534,15,1,3,4,17.1,12,0,2,1,1,1,0,3.03,1
EST-0535,17,1,2,1,2.6,8,0,2,1,1,1,0,2.25,3
EST-0536,16,1,3,3,8.6,8,0,3,1,0,0,1,2.95,2
EST-0537,18,1,2,2,6.3,12,0,2,0,1,1,1,2.36,3
EST-0538,17,1,0,2,10.1,3,1,3,0,0,0,0,3.78,0
EST-0539,15,1,1,2,3.3,8,1,2,1,0,1,1,2.24,3
EST-0540,16,0,1,4,19.2,14,0,1,1,0,0,0,3.38,1
EST-0541,17,0,0,1,6.0,13,0,0,1,1,1,0,1.74,4
EST-0542,16,0,1,3,18.6,18,0,1,1,0,0,1,2.95,2
EST-0543,17,0,2,1,9.7,11,1,3,0,0,1,0,3.42,1
EST-0544,16,0,0,1,19.7,20,0,4,0,1,1,0,2.52,2
EST-0545,15,1,2,2,12.0,24,0,2,0,1,1,0,2.02,3
EST-0546,18,0,1,3,18.8,5,1,2,1,0,1,0,4.0,0
EST-0547,15,0,3,2,2.1,2,0,1,1,0,1,1,2.21,3
EST-0548,18,0,0,2,15.5,24,1,3,1,0,0,0,3.25,1
EST-0549,16,0,0,1,18.3,21,1,1,0,1,1,1,2.61,2
EST-0550,17,0,1,2,4.5,19,0,3,0,0,0,0,1.75,4
EST-0551,15,0,0,4,3.7,15,0,4,0,0,1,1,2.16,3
EST-0552,18,0,2,4,9.6,19,0,1,1,1,1,0,2.73,2
EST-0553,15,1,2,2,18.8,23,1,3,0,1,1,0,2.98,2
EST-0554,18,1,0,3,11.8,22,1,0,1,0,0,1,2.66,2
EST-0555,15,0,1,4,11.5,16,1,2,0,1,1,1,3.89,0
EST-0556,18,1,1,0,4.5,15,0,1,1,0,1,0,1.71,4
EST-0557,18,1,0,4,2.0,5,0,2,1,0,0,0,3.02,1
EST-0558,16,1,3,4,16.6,7,0,1,1,1,0,0,4.0,0
EST-0559,18,1,2,1,3.6,18,0,2,1,0,0,0,2.15,3
EST-0560,16,0,1,1,13.4,24,0,2,0,0,0,0,2.12,3
EST-0561,18,1,2,4,18.5,1,0,2,0,1,1,1,4.0,0
EST-0562,17,1,1,3,5.8,13,1,3,0,0,0,1,2.35,3
EST-0563,17,1,3,0,14.0,21,1,4,1,1,0,0,2.55,2
EST-0564,17,0,1,2,3.4,11,1,2,0,0,1,1,2.34,3
EST-0565,18,0,2,2,12.9,16,0,1,1,1,0,1,3.37,1
EST-0566,16,0,2,3,5.0,14,1,2,0,1,0,0,2.31,3
EST-0567,16,0,0,3,15.2,17,1,4,0,1,0,1,3.11,1
EST-0568,18,0,2,4,7.4,15,1,3,1,1,1,0,2.56,2
EST-0569,17,0,0,2,10.3,12,0,2,1,1,0,1,2.83,2
EST-0570,17,0,0,3,12.8,20,0,1,1,1,0,1,2.42,3
EST-0571,16,1,0,3,5.1,16,1,2,0,0,0,1,2.98,2
EST-0572,17,1,3,2,15.3,7,0,2,1,0,1,1,3.48,1
EST-0573,15,1,2,1,7.4,0,0,4,0,1,1,1,2.6,2
EST-0574,16,0,2,4,13.9,24,0,4,0,0,0,0,2.38,3
EST-0575,17,0,2,4,4.8,2,0,1,0,1,1,1,3.35,1
EST-0576,16,0,1,2,14.4,15,1,2,1,1,0,0,3.07,1
EST-0577,15,0,3,3,4.3,1,0,2,0,0,1,1,3.32,1
EST-0578,16,0,1,1,9.7,14,1,2,1,1,1,1,2.71,2
EST-0579,16,1,0,3,6.4,0,1,4,1,0,0,1,3.29,1
EST-0580,16,1,0,3,15.5,8,0,2,0,1,0,0,3.15,1
EST-0581,16,0,2,3,6.7,15,0,2,0,1,0,1,1.92,4
EST-0582,15,0,2,4,17.9,3,0,2,0,0,1,1,3.57,0
EST-0583,18,0,0,3,18.1,11,1,3,0,1,0,0,3.91,0
EST-0584,16,0,0,2,5.5,0,1,3,1,1,1,0,3.6,0
EST-0585,16,1,2,3,13.0,0,1,2,1,1,1,0,3.26,1
EST-0586,17,0,0,1,3.6,6,1,2,1,0,0,1,2.74,2
EST-0587,16,0,2,2,9.0,17,1,2,1,0,1,1,2.44,3
EST-0588,17,0,3,2,14.8,22,1,4,1,0,1,1,2.81,2
EST-0589,18,0,1,2,13.9,22,1,2,1,0,0,1,2.82,2
EST-0590,15,1,0,3,13.2,14,0,2,1,0,1,0,2.59,2
EST-0591,15,0,2,2,7.1,24,1,2,1,1,1,0,2.74,2
EST-0592,18,0,2,3,8.8,12,1,3,1,0,0,1,3.6,0
EST-0593,15,1,1,3,3.9,15,1,2,0,0,0,0,2.99,2
EST-0594,18,1,3,2,14.9,6,1,1,0,1,0,0,3.32,1
EST-0595,18,1,0,4,11.1,15,0,3,1,1,1,0,2.45,3
EST-0596,18,0,1,1,14.8,12,1,3,1,0,1,1,3.38,1
EST-0597,15,0,2,1,6.5,13,1,3,0,1,1,0,2.65,2
EST-0598,17,1,2,3,7.8,16,0,4,0,1,0,1,2.33,3
EST-0599,18,1,0,2,8.0,11,0,2,0,1,1,1,2.03,3
EST-0600,16,1,2,0,2.5,23,1,1,1,0,1,1,1.58,4
EST-0601,15,1,1,3,8.1,23,1,4,0,1,1,0,2.49,3
EST-0602,18,1,0,3,16.5,19,1,2,0,1,0,0,3.47,1
EST-0603,18,1,0,2,18.2,12,1,3,0,0,0,0,3.95,0
EST-0604,16,0,2,4,11.3,23,1,3,0,1,0,0,3.29,1
EST-0605,17,0,0,3,10.2,19,1,2,0,1,1,1,2.25,3
EST-0606,17,0,0,4,2.6,14,0,2,1,0,1,1,2.33,3
EST-0607,17,1,0,1,17.8,23,0,3,0,0,0,1,2.32,3
EST-0608,18,1,2,3,2.2,20,1,3,1,0,0,0,1.78,4
EST-0609,18,1,1,4,19.0,3,1,3,0,1,1,0,4.0,0
EST-0610,18,1,2,3,10.8,21,1,2,0,0,0,0,3.12,1
EST-0611,15,1,0,3,8.2,1,0,1,0,0,1,1,2.85,2
EST-0612,16,1,1,2,18.6,17,1,1,0,1,0,1,3.85,0
EST-0613,18,0,1,1,2.4,1,0,2,0,1,0,0,2.73,2
EST-0614,16,0,2,2,12.5,24,0,2,1,1,0,1,2.01,3
EST-0615,16,1,3,2,11.9,14,1,4,1,1,1,1,3.73,0
EST-0616,17,0,0,4,5.9,18,0,3,1,1,0,0,2.5,2
EST-0617,15,1,1,1,9.7,14,1,3,1,0,1,0,2.52,2
EST-0618,18,0,0,4,13.7,19,0,2,1,0,0,1,3.44,1
EST-0619,17,1,1,4,15.1,9,1,1,1,0,0,0,3.68,0
EST-0620,17,1,0,1,2.0,23,1,4,1,1,1,1,2.03,3
EST-0621,18,0,0,2,18.9,19,0,2,0,0,1,0,2.52,2
EST-0622,16,0,0,4,5.0,10,0,1,1,1,0,1,2.89,2
EST-0623,17,1,1,4,6.2,9,0,2,0,1,1,0,2.88,2
EST-0624,16,1,0,2,6.7,22,1,4,0,0,0,0,2.75,2
EST-0625,15,0,2,2,2.7,4,0,4,1,0,1,0,2.52,2
EST-0626,16,0,1,3,4.2,8,0,0,0,1,1,1,2.58,2
EST-0627,15,1,0,3,19.8,19,1,4,0,1,0,1,4.0,0
EST-0628,16,0,2,2,7.7,18,1,2,1,0,0,0,2.26,3
EST-0629,17,1,0,3,4.1,12,0,0,0,0,1,1,1.47,4
EST-0630,17,1,1,1,3.9,17,0,3,1,1,1,1,2.17,3
EST-0631,15,1,1,0,15.0,16,0,4,0,1,0,0,2.15,3
EST-0632,18,1,0,2,17.4,5,1,3,1,1,1,0,4.0,0
EST-0633,15,0,0,2,6.6,9,1,3,0,1,1,0,2.84,2
EST-0634,15,0,0,2,2.4,1,0,3,1,0,1,1,3.22,1
EST-0635,16,0,3,2,6.0,23,1,3,0,0,1,0,2.12,3
EST-0636,16,0,1,2,3.0,5,0,4,1,1,0,1,3.13,1
EST-0637,15,0,1,1,3.9,20,0,3,0,1,0,1,1.58,4
EST-0638,17,0,1,2,9.8,12,1,4,0,0,1,1,3.62,0
EST-0639,16,0,0,4,6.1,17,0,4,1,1,1,0,3.33,1
EST-0640,18,1,1,2,11.3,6,0,1,0,1,0,0,2.43,3
EST-0641,16,0,2,2,6.6,1,1,3,1,1,1,1,3.54,0
EST-0642,16,0,0,3,18.9,13,0,2,0,1,1,1,4.0,0
EST-0643,18,1,0,4,18.3,4,0,2,0,1,1,0,3.8,0
EST-0644,15,0,0,1,12.2,17,1,3,1,1,1,0,2.94,2
EST-0645,18,0,1,3,8.4,10,0,1,0,0,1,0,2.87,2
EST-0646,15,1,3,3,8.9,9,0,2,1,1,0,0,2.78,2
EST-0647,15,0,0,3,9.4,10,1,4,0,0,1,0,2.71,2
EST-0648,15,0,1,1,15.1,1,1,2,0,0,1,0,4.0,0
EST-0649,18,0,0,3,10.1,14,1,2,0,0,1,0,2.2,3
EST-0650,15,1,3,1,17.4,6,0,4,0,1,0,0,3.38,1
EST-0651,17,0,0,3,19.0,8,1,2,1,1,1,0,4.0,0
EST-0652,18,0,1,3,8.0,4,0,2,1,1,1,1,2.81,2
EST-0653,17,1,2,1,12.1,6,1,2,0,0,0,0,3.06,1
EST-0654,15,0,2,4,3.7,19,0,2,0,0,0,0,2.35,3
EST-0655,16,1,1,0,5.6,1,0,3,1,1,0,1,2.41,3
EST-0656,15,1,0,4,9.4,2,1,3,0,1,0,0,3.28,1
EST-0657,17,0,0,2,5.7,1,0,2,1,0,1,0,2.95,2
EST-0658,17,1,0,1,17.8,20,0,3,0,0,1,1,2.68,2
EST-0659,18,1,0,1,4.8,21,1,2,0,0,1,0,1.58,4
EST-0660,16,0,1,4,10.2,22,0,2,1,1,0,1,2.56,2
EST-0661,18,1,0,1,12.9,18,0,3,0,0,1,1,2.7,2
EST-0662,17,1,0,1,14.5,3,0,3,1,0,0,0,3.23,1
EST-0663,15,0,1,2,8.9,23,1,3,1,0,0,1,2.37,3
EST-0664,16,0,3,3,17.6,19,1,1,1,1,1,1,3.34,1
EST-0665,15,0,1,3,12.2,6,1,1,1,1,0,1,3.9,0
EST-0666,15,1,0,1,9.9,21,1,2,1,1,0,1,2.32,3
EST-0667,16,0,0,2,3.2,6,1,2,1,0,1,0,3.08,1
EST-0668,18,1,3,1,10.4,16,1,3,0,0,1,1,3.06,1
EST-0669,15,1,0,1,16.8,18,1,0,1,0,0,1,3.18,1
EST-0670,17,1,0,2,13.1,21,1,3,1,0,1,0,2.89,2
EST-0671,15,1,1,3,17.0,15,0,2,0,1,1,1,2.67,2
EST-0672,16,1,1,1,10.9,2,0,2,1,0,0,0,2.87,2
EST-0673,16,1,1,2,4.1,14,0,2,0,0,0,1,2.21,3
EST-0674,16,1,0,2,2.2,13,0,2,1,1,1,0,2.72,2
EST-0675,18,0,0,4,7.5,14,1,4,1,0,1,1,2.96,2
EST-0676,15,0,3,4,14.6,13,0,1,1,0,0,0,3.26,1
EST-0677,18,1,0,4,16.2,6,0,2,0,0,1,1,3.39,1
EST-0678,18,1,1,1,7.3,24,0,3,0,1,0,0,1.87,4
EST-0679,16,0,2,1,10.9,2,0,3,1,0,0,0,3.78,0
EST-0680,16,1,1,2,9.6,16,0,2,1,1,1,0,2.67,2
EST-0681,18,0,0,2,9.4,9,1,2,0,0,1,0,2.6,2
EST-0682,15,0,0,3,6.2,14,1,3,0,1,1,0,2.62,2
EST-0683,17,0,1,3,4.5,5,0,4,0,1,1,1,3.4,1
EST-0684,18,1,2,4,5.5,16,0,4,1,1,1,1,2.57,2
EST-0685,15,1,3,4,3.0,16,0,2,0,0,0,0,1.64,4
EST-0686,16,0,0,2,5.6,13,0,4,0,0,1,0,2.14,3
EST-0687,16,0,0,3,2.2,23,1,0,0,1,0,1,2.04,3
EST-0688,15,0,3,2,13.3,24,0,0,0,1,1,1,2.38,3
EST-0689,17,0,2,1,7.7,17,1,3,0,0,0,0,2.61,2
EST-0690,16,0,2,3,19.5,24,0,1,0,1,1,1,3.63,0
EST-0691,16,1,0,0,5.5,4,1,1,0,0,1,0,3.08,1
EST-0692,16,0,1,2,8.2,7,1,2,1,0,0,0,3.02,1
EST-0693,15,1,2,2,8.4,6,1,2,0,1,1,0,2.85,2
EST-0694,18,0,1,3,2.2,22,0,3,1,1,1,1,1.37,4
EST-0695,16,1,1,3,17.1,3,0,3,1,0,0,0,3.89,0
EST-0696,18,1,0,2,2.6,17,1,2,0,0,0,1,2.03,3
EST-0697,17,1,1,4,18.9,4,0,2,1,0,0,1,4.0,0
EST-0698,16,1,0,2,18.1,15,0,4,1,1,1,1,3.83,0
EST-0699,16,1,1,2,11.6,13,1,3,0,0,0,1,3.43,1
EST-0700,17,1,3,3,11.8,18,0,2,1,1,0,0,2.04,3
EST-0701,16,0,0,3,13.8,13,1,4,0,1,1,0,3.28,1
EST-0702,18,1,2,4,9.0,8,0,3,0,0,1,1,3.54,0
EST-0703,15,0,0,1,13.7,5,0,1,0,1,1,0,2.75,2
EST-0704,18,1,1,3,2.8,16,1,0,0,1,1,1,2.59,2
EST-0705,15,1,3,3,3.0,18,1,1,0,1,1,0,2.37,3
EST-0706,15,0,0,4,10.2,11,1,3,0,1,1,0,3.39,1
EST-0707,18,1,0,1,11.9,3,1,1,0,0,0,0,3.07,1
EST-0708,18,0,1,3,18.0,15,0,2,1,0,0,0,3.06,1
EST-0709,18,0,0,3,3.9,24,0,1,0,1,1,0,1.62,4
EST-0710,18,0,2,2,16.8,10,0,4,1,1,0,0,3.82,0
EST-0711,17,0,3,2,5.8,21,1,2,0,1,0,1,1.89,4
EST-0712,16,1,1,2,9.1,3,0,4,0,1,0,0,3.11,1
EST-0713,15,1,0,3,7.7,16,0,4,0,1,0,0,2.59,2
EST-0714,18,0,1,4,9.2,7,0,0,1,0,1,0,3.01,1
EST-0715,18,1,2,3,4.7,13,1,2,1,0,1,1,2.31,3
EST-0716,18,1,0,3,11.1,1,1,0,1,0,0,0,2.95,2
EST-0717,17,0,1,3,16.4,10,0,4,1,0,1,0,3.75,0
EST-0718,18,1,1,1,9.9,10,0,2,1,1,0,0,1.98,4
EST-0719,18,0,1,1,10.8,23,1,1,1,1,0,1,2.79,2
EST-0720,18,0,0,2,17.3,21,1,1,0,0,1,0,2.87,2
EST-0721,16,1,2,2,14.7,23,1,2,0,0,0,1,2.15,3
EST-0722,17,1,0,1,10.8,5,1,4,1,0,1,1,3.34,1
EST-0723,18,1,0,3,6.6,20,0,3,1,1,1,0,2.32,3
EST-0724,15,0,2,2,17.9,20,1,4,1,1,1,0,3.17,1
EST-0725,15,0,2,2,12.4,13,0,2,1,1,1,1,2.72,2
EST-0726,15,1,0,2,6.0,9,1,0,1,0,1,1,2.92,2
EST-0727,17,1,0,1,6.8,7,0,4,0,0,1,0,2.68,2
EST-0728,17,1,0,4,16.5,6,0,0,0,1,1,0,2.93,2
EST-0729,15,1,0,4,2.8,7,1,4,0,1,1,1,3.06,1
